year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2012,113,Dallas County,12,12 yrs,36284,18482,17802,6786,3474,3312,8443,4221,4222,18740,9619,9121,1529,755,774,786,413,373
2012,113,Dallas County,13,13 yrs,35006,17764,17242,6817,3512,3305,8118,4095,4023,17845,9037,8808,1436,741,695,790,379,411
2012,113,Dallas County,14,14 yrs,34459,17606,16853,6862,3530,3332,8177,4191,3986,17226,8768,8458,1392,717,675,802,400,402
2012,113,Dallas County,15,15 yrs,34389,17506,16883,7227,3711,3516,8199,4095,4104,16832,8646,8186,1397,685,712,734,369,365
2012,113,Dallas County,16,16 yrs,35062,17793,17269,7574,3848,3726,8328,4268,4060,16863,8505,8358,1526,770,756,771,402,369
2012,113,Dallas County,17,17 yrs,36199,18542,17657,8194,4196,3998,8780,4429,4351,16813,8679,8134,1628,849,779,784,389,395
2012,113,Dallas County,18,18 yrs,34555,17671,16884,7827,4043,3784,8273,4180,4093,16135,8308,7827,1611,792,819,709,348,361
2012,113,Dallas County,19,19 yrs,32606,16690,15916,7063,3614,3449,8178,4121,4057,15352,7959,7393,1320,677,643,693,319,374
2012,113,Dallas County,20,20 yrs,32770,16811,15959,7493,3794,3699,7888,4022,3866,15347,7978,7369,1430,730,700,612,287,325
2012,113,Dallas County,21,21 yrs,33533,17067,16466,7755,3928,3827,8103,3984,4119,15513,8037,7476,1501,794,707,661,324,337
2012,113,Dallas County,22,22 yrs,34601,17653,16948,8522,4359,4163,8282,3971,4311,15372,8111,7261,1742,879,863,683,333,350
2012,113,Dallas County,23,23 yrs,35281,17845,17436,9236,4475,4761,8110,3863,4247,15257,8213,7044,2041,1009,1032,637,285,352
2012,113,Dallas County,24,24 yrs,37629,19030,18599,10735,5188,5547,8011,3752,4259,15999,8582,7417,2183,1197,986,701,311,390
2012,113,Dallas County,25,25 yrs,39691,19729,19962,12197,5807,6390,8080,3730,4350,16332,8771,7561,2365,1134,1231,717,287,430
2012,113,Dallas County,26,26 yrs,40737,20161,20576,12893,6180,6713,8185,3653,4532,16321,8690,7631,2589,1283,1306,749,355,394
2012,113,Dallas County,27,27 yrs,39514,19779,19735,12403,6009,6394,7902,3567,4335,16034,8567,7467,2486,1332,1154,689,304,385
2012,113,Dallas County,28,28 yrs,39467,19760,19707,12130,6131,5999,7806,3509,4297,15967,8462,7505,2869,1329,1540,695,329,366
2012,113,Dallas County,29,29 yrs,41002,20428,20574,12227,6192,6035,8186,3606,4580,16780,8827,7953,3042,1465,1577,767,338,429
2012,113,Dallas County,30,30 yrs,40231,20237,19994,11846,6021,5825,8067,3573,4494,16617,8859,7758,2932,1432,1500,769,352,417
2012,113,Dallas County,31,31 yrs,40381,20165,20216,11573,5865,5708,8327,3648,4679,16976,8991,7985,2866,1356,1510,639,305,334
2012,113,Dallas County,32,32 yrs,40338,20315,20023,10963,5653,5310,8400,3674,4726,17332,9180,8152,2930,1464,1466,713,344,369
2012,113,Dallas County,33,33 yrs,37113,18726,18387,9993,5155,4838,7903,3481,4422,15940,8447,7493,2668,1347,1321,609,296,313
2012,113,Dallas County,34,34 yrs,36961,18563,18398,9752,4994,4758,7667,3333,4334,16419,8686,7733,2549,1301,1248,574,249,325
2012,113,Dallas County,35,35 yrs,36251,18014,18237,9496,4948,4548,7705,3345,4360,16002,8215,7787,2486,1244,1242,562,262,300
2012,113,Dallas County,36,36 yrs,35958,17709,18249,9251,4757,4494,7478,3192,4286,15996,8164,7832,2686,1325,1361,547,271,276
2012,113,Dallas County,37,37 yrs,36688,18377,18311,9527,4929,4598,7598,3330,4268,16419,8517,7902,2598,1339,1259,546,262,284
2012,113,Dallas County,38,38 yrs,34529,16989,17540,9066,4632,4434,7496,3220,4276,15055,7651,7404,2462,1267,1195,450,219,231
2012,113,Dallas County,39,39 yrs,34882,17444,17438,9381,4901,4480,7752,3413,4339,14829,7655,7174,2370,1205,1165,550,270,280
2012,113,Dallas County,40,40 yrs,35228,17540,17688,9910,5104,4806,8035,3559,4476,14483,7421,7062,2308,1213,1095,492,243,249
2012,113,Dallas County,41,41 yrs,35856,17733,18123,10848,5623,5225,8325,3623,4702,13882,7049,6833,2272,1196,1076,529,242,287
2012,113,Dallas County,42,42 yrs,35764,17830,17934,10912,5638,5274,8065,3531,4534,14130,7339,6791,2141,1069,1072,516,253,263
2012,113,Dallas County,43,43 yrs,32910,16709,16201,10272,5305,4967,7435,3391,4044,12734,6735,5999,2014,1059,955,455,219,236
2012,113,Dallas County,44,44 yrs,32513,16283,16230,10074,5150,4924,7671,3429,4242,12439,6516,5923,1852,965,887,477,223,254
2012,113,Dallas County,45,45 yrs,31571,15866,15705,10125,5243,4882,7504,3358,4146,11875,6272,5603,1663,800,863,404,193,211
2012,113,Dallas County,46,46 yrs,31926,16016,15910,10359,5308,5051,7886,3500,4386,11593,6163,5430,1650,836,814,438,209,229
2012,113,Dallas County,47,47 yrs,33599,16984,16615,11688,6072,5616,8403,3769,4634,11350,6082,5268,1661,838,823,497,223,274
2012,113,Dallas County,48,48 yrs,32982,16590,16392,12307,6229,6078,8075,3603,4472,10457,5678,4779,1669,844,825,474,236,238
2012,113,Dallas County,49,49 yrs,33008,16326,16682,13045,6609,6436,7971,3526,4445,9895,5177,4718,1616,790,826,481,224,257
2012,113,Dallas County,50,50 yrs,32462,16063,16399,13467,6699,6768,7888,3593,4295,9232,4872,4360,1464,711,753,411,188,223
2012,113,Dallas County,51,51 yrs,32697,16289,16408,13590,6819,6771,7965,3617,4348,9155,4873,4282,1527,771,756,460,209,251
2012,113,Dallas County,52,52 yrs,32518,16223,16295,13819,6885,6934,7930,3660,4270,8770,4712,4058,1539,731,808,460,235,225
2012,113,Dallas County,53,53 yrs,30691,15103,15588,13543,6794,6749,7421,3344,4077,7905,4124,3781,1423,653,770,399,188,211
2012,113,Dallas County,54,54 yrs,30329,14923,15406,13779,6887,6892,7296,3329,3967,7331,3787,3544,1485,699,786,438,221,217
2012,113,Dallas County,55,55 yrs,29487,14300,15187,13525,6633,6892,7072,3148,3924,6982,3607,3375,1504,720,784,404,192,212
2012,113,Dallas County,56,56 yrs,28431,13936,14495,13382,6698,6684,6677,3012,3665,6587,3385,3202,1388,639,749,397,202,195
2012,113,Dallas County,57,57 yrs,27393,13325,14068,13300,6547,6753,6308,2826,3482,6104,3158,2946,1322,631,691,359,163,196
2012,113,Dallas County,58,58 yrs,25009,11872,13137,12471,5951,6520,5582,2470,3112,5345,2700,2645,1272,587,685,339,164,175
2012,113,Dallas County,59,59 yrs,24609,11724,12885,12444,6028,6416,5429,2384,3045,5032,2540,2492,1353,616,737,351,156,195
2012,113,Dallas County,60,60 yrs,23106,10805,12301,11781,5617,6164,5244,2218,3026,4607,2273,2334,1151,539,612,323,158,165
2012,113,Dallas County,61,61 yrs,22222,10491,11731,11046,5324,5722,5179,2188,2991,4452,2264,2188,1254,572,682,291,143,148
2012,113,Dallas County,62,62 yrs,21056,9828,11228,10785,5124,5661,4770,2035,2735,3977,1963,2014,1232,575,657,292,131,161
2012,113,Dallas County,63,63 yrs,20165,9457,10708,10483,4978,5505,4620,1989,2631,3720,1869,1851,1076,507,569,266,114,152
2012,113,Dallas County,64,64 yrs,20008,9260,10748,10999,5177,5822,4394,1906,2488,3381,1598,1783,970,450,520,264,129,135
2012,113,Dallas County,65,65 yrs,19067,8865,10202,11013,5255,5758,3773,1613,2160,3120,1462,1658,891,424,467,270,111,159
2012,113,Dallas County,66,66 yrs,14882,6868,8014,7924,3704,4220,3215,1372,1843,2788,1338,1450,764,355,409,191,99,92
2012,113,Dallas County,67,67 yrs,14849,6734,8115,8064,3696,4368,3259,1327,1932,2517,1233,1284,783,381,402,226,97,129
2012,113,Dallas County,68,68 yrs,14127,6525,7602,7950,3787,4163,2882,1226,1656,2399,1094,1305,699,330,369,197,88,109
2012,113,Dallas County,69,69 yrs,13353,6034,7319,7715,3534,4181,2764,1156,1608,2052,940,1112,678,331,347,144,73,71
2012,113,Dallas County,70,70 yrs,11628,5179,6449,6689,3022,3667,2452,1013,1439,1807,839,968,533,233,300,147,72,75
2012,113,Dallas County,71,71 yrs,11175,4945,6230,6410,2897,3513,2331,913,1418,1798,837,961,518,240,278,118,58,60
2012,113,Dallas County,72,72 yrs,10262,4502,5760,5933,2643,3290,2075,840,1235,1653,741,912,487,231,256,114,47,67
2012,113,Dallas County,73,73 yrs,9645,4259,5386,5752,2594,3158,1880,761,1119,1463,645,818,450,219,231,100,40,60
2012,113,Dallas County,74,74 yrs,9000,3970,5030,5416,2426,2990,1713,694,1019,1371,612,759,412,199,213,88,39,49
2012,113,Dallas County,75,75 yrs,8331,3553,4778,5005,2162,2843,1624,635,989,1215,537,678,406,185,221,81,34,47
2012,113,Dallas County,76,76 yrs,8025,3404,4621,4947,2157,2790,1490,544,946,1143,508,635,353,165,188,92,30,62
2012,113,Dallas County,77,77 yrs,7817,3199,4618,4932,2008,2924,1438,584,854,1070,443,627,302,139,163,75,25,50
2012,113,Dallas County,78,78 yrs,7159,2976,4183,4568,1910,2658,1336,504,832,947,422,525,251,115,136,57,25,32
2012,113,Dallas County,79,79 yrs,6720,2694,4026,4389,1803,2586,1235,420,815,808,339,469,227,109,118,61,23,38
2012,113,Dallas County,80,80 yrs,6341,2568,3773,4324,1784,2540,970,343,627,767,332,435,227,89,138,53,20,33
2012,113,Dallas County,81,81 yrs,6135,2400,3735,4168,1664,2504,966,327,639,750,308,442,196,85,111,55,16,39
2012,113,Dallas County,82,82 yrs,5924,2250,3674,4015,1568,2447,964,293,671,706,298,408,192,76,116,47,15,32
2012,113,Dallas County,83,83 yrs,5361,2006,3355,3775,1473,2302,846,249,597,540,204,336,159,66,93,41,14,27
2012,113,Dallas County,84,84 yrs,4714,1723,2991,3341,1230,2111,685,229,456,507,188,319,134,62,72,47,14,33
2012,113,Dallas County,85,85 yrs,4391,1627,2764,3176,1194,1982,612,179,433,481,207,274,90,32,58,32,15,17
2012,113,Dallas County,86,86 yrs,4117,1462,2655,3003,1116,1887,598,175,423,388,122,266,101,39,62,27,10,17
2012,113,Dallas County,87,87 yrs,3645,1191,2454,2740,887,1853,468,132,336,333,126,207,83,36,47,21,10,11
2012,113,Dallas County,88,88 yrs,3140,998,2142,2343,756,1587,398,92,306,293,114,179,81,27,54,25,9,16
2012,113,Dallas County,89,89 yrs,2697,882,1815,2042,664,1378,351,94,257,213,91,122,67,25,42,24,8,16
2012,113,Dallas County,90,90 yrs,2262,720,1542,1755,574,1181,274,71,203,185,58,127,38,17,21,10,0,10
2012,113,Dallas County,91,91 yrs,1887,558,1329,1430,435,995,238,51,187,166,54,112,35,12,23,18,6,12
2012,113,Dallas County,92,92 yrs,1419,420,999,1075,324,751,194,46,148,107,34,73,30,11,19,13,5,8
2012,113,Dallas County,93,93 yrs,1064,281,783,816,201,615,145,37,108,80,34,46,16,5,11,7,4,3
2012,113,Dallas County,94,94 yrs,809,211,598,615,156,459,117,26,91,52,21,31,21,7,14,4,1,3
2012,113,Dallas County,95,95+ yrs,2018,429,1589,1447,289,1158,375,77,298,145,50,95,36,10,26,15,3,12
2013,113,Dallas County,-1,All Ages,2477724,1222388,1255336,785679,384774,400905,548396,253134,295262,961534,494831,466703,136938,67988,68950,45177,21661,23516
2013,113,Dallas County,0,< 1 yr,40024,20421,19603,9316,4751,4565,8173,4171,4002,19099,9740,9359,2127,1090,1037,1309,669,640
2013,113,Dallas County,1,1 yr,39483,20094,19389,9185,4682,4503,8009,4069,3940,18930,9642,9288,2097,1064,1033,1262,637,625
2013,113,Dallas County,2,2 yrs,39188,19959,19229,9100,4637,4463,7929,4033,3896,18870,9608,9262,2064,1055,1009,1225,626,599
2013,113,Dallas County,3,3 yrs,38281,19501,18780,6906,3572,3334,7952,4069,3883,20386,10285,10101,1895,994,901,1142,581,561
2013,113,Dallas County,4,4 yrs,38645,19663,18982,6801,3455,3346,8180,4123,4057,20633,10562,10071,1911,975,936,1120,548,572
2013,113,Dallas County,5,5 yrs,39778,20400,19378,6902,3495,3407,8447,4355,4092,21324,10978,10346,1941,980,961,1164,592,572
2013,113,Dallas County,6,6 yrs,39416,20222,19194,6824,3550,3274,8521,4392,4129,21184,10859,10325,1859,928,931,1028,493,535
2013,113,Dallas County,7,7 yrs,38686,19675,19011,6680,3446,3234,8528,4322,4206,20619,10464,10155,1835,933,902,1024,510,514
2013,113,Dallas County,8,8 yrs,37838,19235,18603,6697,3447,3250,8330,4230,4100,20129,10203,9926,1779,907,872,903,448,455
2013,113,Dallas County,9,9 yrs,37061,18828,18233,6614,3390,3224,8286,4148,4138,19494,9909,9585,1758,927,831,909,454,455
2013,113,Dallas County,10,10 yrs,36369,18467,17902,6459,3346,3113,8200,4129,4071,19123,9691,9432,1714,857,857,873,444,429
2013,113,Dallas County,11,11 yrs,37046,18906,18140,6588,3387,3201,8378,4249,4129,19665,10053,9612,1620,810,810,795,407,388
2013,113,Dallas County,12,12 yrs,36994,18978,18016,6745,3528,3217,8220,4225,3995,19499,9953,9546,1730,886,844,800,386,414
2013,113,Dallas County,13,13 yrs,36384,18540,17844,6750,3449,3301,8428,4214,4214,18839,9683,9156,1583,782,801,784,412,372
2013,113,Dallas County,14,14 yrs,35098,17818,17280,6781,3487,3294,8102,4088,4014,17942,9099,8843,1486,767,719,787,377,410
2013,113,Dallas County,15,15 yrs,34515,17640,16875,6844,3526,3318,8140,4166,3974,17293,8809,8484,1439,741,698,799,398,401
2013,113,Dallas County,16,16 yrs,35321,17935,17386,7576,3876,3700,8300,4138,4162,17148,8787,8361,1556,764,792,741,370,371
2013,113,Dallas County,17,17 yrs,35670,18032,17638,7844,3958,3886,8301,4238,4063,17098,8602,8496,1673,844,829,754,390,364
2013,113,Dallas County,18,18 yrs,35232,18101,17131,7925,4100,3825,8334,4235,4099,16539,8522,8017,1659,865,794,775,379,396
2013,113,Dallas County,19,19 yrs,32934,16830,16104,7252,3709,3543,7880,3996,3884,15486,7987,7499,1615,797,818,701,341,360
2013,113,Dallas County,20,20 yrs,33695,17142,16553,7355,3756,3599,8371,4191,4180,15771,8113,7658,1480,761,719,718,321,397
2013,113,Dallas County,21,21 yrs,33950,17290,16660,7858,3969,3889,8355,4215,4140,15480,7993,7487,1606,807,799,651,306,345
2013,113,Dallas County,22,22 yrs,35168,17742,17426,8355,4214,4141,8667,4231,4436,15705,8052,7653,1726,889,837,715,356,359
2013,113,Dallas County,23,23 yrs,36672,18575,18097,9497,4835,4662,8801,4189,4612,15586,8173,7413,2053,1025,1028,735,353,382
2013,113,Dallas County,24,24 yrs,37111,18697,18414,10017,4876,5141,8547,4048,4499,15544,8328,7216,2308,1136,1172,695,309,386
2013,113,Dallas County,25,25 yrs,39485,19846,19639,11595,5616,5979,8498,3945,4553,16180,8635,7545,2464,1322,1142,748,328,420
2013,113,Dallas County,26,26 yrs,40238,20008,20230,12342,5915,6427,8339,3850,4489,16296,8712,7584,2518,1237,1281,743,294,449
2013,113,Dallas County,27,27 yrs,40994,20246,20748,12829,6192,6637,8426,3742,4684,16225,8591,7634,2745,1356,1389,769,365,404
2013,113,Dallas County,28,28 yrs,39929,20029,19900,12496,6113,6383,8104,3672,4432,15957,8491,7466,2667,1442,1225,705,311,394
2013,113,Dallas County,29,29 yrs,39618,19743,19875,11997,6066,5931,8018,3587,4431,15839,8345,7494,3060,1417,1643,704,328,376
2013,113,Dallas County,30,30 yrs,41253,20509,20744,12218,6222,5996,8388,3682,4706,16678,8737,7941,3172,1513,1659,797,355,442
2013,113,Dallas County,31,31 yrs,40404,20315,20089,11747,5970,5777,8237,3650,4587,16540,8791,7749,3102,1547,1555,778,357,421
2013,113,Dallas County,32,32 yrs,40314,20087,20227,11425,5796,5629,8449,3712,4737,16854,8889,7965,2953,1389,1564,633,301,332
2013,113,Dallas County,33,33 yrs,40297,20260,20037,10820,5585,5235,8534,3737,4797,17180,9056,8124,3040,1532,1508,723,350,373
2013,113,Dallas County,34,34 yrs,36978,18630,18348,9848,5077,4771,8010,3542,4468,15776,8330,7446,2735,1382,1353,609,299,310
2013,113,Dallas County,35,35 yrs,36863,18477,18386,9604,4920,4684,7777,3385,4392,16298,8595,7703,2614,1332,1282,570,245,325
2013,113,Dallas County,36,36 yrs,36151,17928,18223,9385,4884,4501,7750,3362,4388,15917,8149,7768,2530,1265,1265,569,268,301
2013,113,Dallas County,37,37 yrs,35875,17619,18256,9143,4695,4448,7524,3209,4315,15920,8096,7824,2740,1349,1391,548,270,278
2013,113,Dallas County,38,38 yrs,36559,18260,18299,9409,4861,4548,7634,3339,4295,16322,8436,7886,2647,1361,1286,547,263,284
2013,113,Dallas County,39,39 yrs,34412,16903,17509,8957,4573,4384,7520,3226,4294,14975,7595,7380,2508,1287,1221,452,222,230
2013,113,Dallas County,40,40 yrs,34791,17368,17423,9266,4841,4425,7806,3439,4367,14756,7592,7164,2415,1226,1189,548,270,278
2013,113,Dallas County,41,41 yrs,35249,17522,17727,9855,5067,4788,8043,3557,4486,14507,7421,7086,2353,1236,1117,491,241,250
2013,113,Dallas County,42,42 yrs,35841,17696,18145,10773,5572,5201,8311,3612,4699,13909,7052,6857,2316,1217,1099,532,243,289
2013,113,Dallas County,43,43 yrs,35728,17779,17949,10840,5589,5251,8055,3525,4530,14140,7329,6811,2180,1086,1094,513,250,263
2013,113,Dallas County,44,44 yrs,32875,16660,16215,10199,5258,4941,7420,3377,4043,12754,6733,6021,2050,1075,975,452,217,235
2013,113,Dallas County,45,45 yrs,32495,16261,16234,9999,5110,4889,7671,3430,4241,12457,6514,5943,1891,985,906,477,222,255
2013,113,Dallas County,46,46 yrs,31582,15846,15736,10078,5214,4864,7485,3345,4140,11918,6282,5636,1697,812,885,404,193,211
2013,113,Dallas County,47,47 yrs,31949,16005,15944,10310,5278,5032,7895,3508,4387,11629,6165,5464,1683,849,834,432,205,227
2013,113,Dallas County,48,48 yrs,33601,16971,16630,11631,6038,5593,8385,3762,4623,11394,6096,5298,1695,852,843,496,223,273
2013,113,Dallas County,49,49 yrs,32942,16543,16399,12238,6185,6053,8045,3587,4458,10488,5682,4806,1702,857,845,469,232,237
2013,113,Dallas County,50,50 yrs,32994,16317,16677,12974,6572,6402,7955,3525,4430,9939,5194,4745,1647,802,845,479,224,255
2013,113,Dallas County,51,51 yrs,32330,15990,16340,13332,6630,6702,7847,3567,4280,9253,4880,4373,1489,723,766,409,190,219
2013,113,Dallas County,52,52 yrs,32533,16189,16344,13445,6741,6704,7920,3589,4331,9160,4867,4293,1553,783,770,455,209,246
2013,113,Dallas County,53,53 yrs,32337,16108,16229,13665,6804,6861,7877,3623,4254,8776,4706,4070,1566,743,823,453,232,221
2013,113,Dallas County,54,54 yrs,30515,14996,15519,13388,6709,6679,7375,3316,4059,7907,4117,3790,1448,664,784,397,190,207
2013,113,Dallas County,55,55 yrs,30275,14862,15413,13680,6817,6863,7278,3310,3968,7364,3800,3564,1513,711,802,440,224,216
2013,113,Dallas County,56,56 yrs,29288,14168,15120,13353,6538,6815,7025,3118,3907,6985,3596,3389,1528,728,800,397,188,209
2013,113,Dallas County,57,57 yrs,28211,13788,14423,13203,6598,6605,6619,2972,3647,6588,3374,3214,1411,646,765,390,198,192
2013,113,Dallas County,58,58 yrs,27165,13181,13984,13114,6445,6669,6250,2788,3462,6104,3150,2954,1345,639,706,352,159,193
2013,113,Dallas County,59,59 yrs,24785,11732,13053,12292,5854,6438,5529,2435,3094,5341,2690,2651,1291,593,698,332,160,172
2013,113,Dallas County,60,60 yrs,24393,11593,12800,12267,5934,6333,5375,2351,3024,5031,2533,2498,1376,623,753,344,152,192
2013,113,Dallas County,61,61 yrs,22706,10578,12128,11494,5463,6031,5157,2165,2992,4566,2247,2319,1170,549,621,319,154,165
2013,113,Dallas County,62,62 yrs,21815,10259,11556,10766,5173,5593,5083,2131,2952,4405,2232,2173,1273,582,691,288,141,147
2013,113,Dallas County,63,63 yrs,20648,9599,11049,10501,4972,5529,4676,1980,2696,3935,1936,1999,1250,585,665,286,126,160
2013,113,Dallas County,64,64 yrs,19756,9230,10526,10200,4827,5373,4526,1935,2591,3676,1841,1835,1093,516,577,261,111,150
2013,113,Dallas County,65,65 yrs,19592,9039,10553,10691,5015,5676,4309,1861,2448,3346,1578,1768,985,457,528,261,128,133
2013,113,Dallas County,66,66 yrs,18627,8618,10009,10719,5091,5628,3701,1572,2129,3068,1430,1638,881,419,462,258,106,152
2013,113,Dallas County,67,67 yrs,14526,6671,7855,7703,3584,4119,3150,1337,1813,2737,1305,1432,753,350,403,183,95,88
2013,113,Dallas County,68,68 yrs,14472,6529,7943,7829,3570,4259,3191,1291,1900,2467,1201,1266,770,375,395,215,92,123
2013,113,Dallas County,69,69 yrs,13745,6311,7434,7707,3651,4056,2815,1189,1626,2349,1063,1286,687,324,363,187,84,103
2013,113,Dallas County,70,70 yrs,12974,5828,7146,7469,3400,4069,2697,1121,1576,2008,913,1095,664,324,340,136,70,66
2013,113,Dallas County,71,71 yrs,11338,5012,6326,6510,2921,3589,2392,980,1412,1772,816,956,528,230,298,136,65,71
2013,113,Dallas County,72,72 yrs,10875,4772,6103,6227,2794,3433,2269,879,1390,1760,812,948,510,235,275,109,52,57
2013,113,Dallas County,73,73 yrs,9966,4334,5632,5754,2544,3210,2012,806,1206,1616,717,899,479,225,254,105,42,63
2013,113,Dallas County,74,74 yrs,9349,4089,5260,5566,2489,3077,1822,729,1093,1428,623,805,440,212,228,93,36,57
2013,113,Dallas County,75,75 yrs,8699,3802,4897,5226,2321,2905,1655,663,992,1334,589,745,404,194,210,80,35,45
2013,113,Dallas County,76,76 yrs,8035,3398,4637,4821,2067,2754,1557,601,956,1185,518,667,399,182,217,73,30,43
2013,113,Dallas County,77,77 yrs,7707,3243,4464,4748,2055,2693,1422,512,910,1111,489,622,344,161,183,82,26,56
2013,113,Dallas County,78,78 yrs,7483,3032,4451,4717,1903,2814,1369,548,821,1037,424,613,292,135,157,68,22,46
2013,113,Dallas County,79,79 yrs,6819,2807,4012,4349,1803,2546,1263,470,793,914,402,512,243,111,132,50,21,29
2013,113,Dallas County,80,80 yrs,6374,2527,3847,4160,1692,2468,1165,390,775,775,321,454,220,105,115,54,19,35
2013,113,Dallas County,81,81 yrs,6031,2413,3618,4108,1676,2432,918,317,601,740,318,422,218,85,133,47,17,30
2013,113,Dallas County,82,82 yrs,5796,2236,3560,3933,1549,2384,910,300,610,720,293,427,186,81,105,47,13,34
2013,113,Dallas County,83,83 yrs,5567,2083,3484,3766,1451,2315,904,266,638,675,282,393,182,72,110,40,12,28
2013,113,Dallas County,84,84 yrs,5001,1838,3163,3513,1350,2163,791,225,566,512,190,322,151,62,89,34,11,23
